               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.052502,            0.014349,           0.0072531,              0.5937,             0.98148,             0.65047,             0.20585,            0.064869,            0.020659,           0.0064292,             0.00967,             0.00967,             0.00967
                  12,            0.051555,            0.016143,           0.0074903,             0.69594,             0.98564,             0.94752,             0.47855,            0.044413,            0.017914,              0.0064,            0.009637,            0.009637,            0.009637
                  13,            0.045381,            0.014068,           0.0072709,             0.61449,             0.97524,             0.85381,             0.32552,            0.045443,            0.012981,            0.006717,            0.009604,            0.009604,            0.009604
                  14,            0.043628,            0.013169,           0.0067895,             0.75467,             0.98141,             0.94439,             0.39721,            0.048459,            0.010063,           0.0063166,            0.009571,            0.009571,            0.009571
                  15,            0.043443,            0.014211,           0.0069483,             0.95011,             0.98301,             0.99285,              0.6526,            0.037604,           0.0075538,           0.0060556,            0.009538,            0.009538,            0.009538
                  16,            0.041039,            0.012385,           0.0064128,             0.83269,             0.98765,             0.96967,             0.61043,            0.037699,           0.0075126,           0.0060015,            0.009505,            0.009505,            0.009505
                  17,             0.03974,            0.012622,           0.0062934,              0.9765,             0.99747,             0.99457,             0.77245,            0.028851,           0.0068152,           0.0059899,            0.009472,            0.009472,            0.009472
                  18,            0.040255,            0.012715,           0.0061043,             0.90715,             0.95062,             0.98755,             0.34883,            0.041404,           0.0078892,           0.0063538,            0.009439,            0.009439,            0.009439
                  19,            0.038269,            0.012459,           0.0061382,              0.9954,             0.99986,               0.995,             0.75043,            0.030676,           0.0066667,           0.0060036,            0.009406,            0.009406,            0.009406
                  20,            0.038572,             0.01287,            0.006429,             0.96598,             0.99374,             0.98987,             0.60476,            0.034119,           0.0067156,           0.0060172,            0.009373,            0.009373,            0.009373
                  21,            0.037235,            0.012498,           0.0062535,             0.98478,             0.99355,             0.99494,             0.76583,            0.029865,           0.0064322,           0.0059858,             0.00934,             0.00934,             0.00934
                  22,            0.035756,            0.011731,           0.0062146,              0.9019,                   1,             0.98911,             0.70676,            0.034743,           0.0064505,            0.005962,            0.009307,            0.009307,            0.009307
                  23,            0.036199,             0.01233,           0.0059479,             0.97996,             0.99383,             0.99378,             0.79297,            0.028262,           0.0060834,           0.0060266,            0.009274,            0.009274,            0.009274
                  24,             0.03466,            0.012202,           0.0062068,                   1,             0.99999,               0.995,             0.66733,             0.03053,           0.0061959,           0.0059743,            0.009241,            0.009241,            0.009241
                  25,            0.034337,            0.011926,           0.0063701,             0.99936,                   1,               0.995,             0.78343,            0.026796,           0.0059136,           0.0059734,            0.009208,            0.009208,            0.009208
                  26,            0.034348,            0.011348,           0.0055039,             0.98795,             0.99827,             0.99488,             0.69963,            0.030264,           0.0060055,           0.0059827,            0.009175,            0.009175,            0.009175
                  27,            0.032442,            0.011641,           0.0057943,             0.99994,              0.9974,               0.995,             0.82103,            0.026539,           0.0059588,           0.0059593,            0.009142,            0.009142,            0.009142
                  28,            0.032107,            0.011059,           0.0057537,              0.9979,             0.99998,               0.995,             0.72832,            0.029156,           0.0060482,           0.0060203,            0.009109,            0.009109,            0.009109
                  29,            0.032001,            0.011154,            0.005792,             0.99285,                   1,             0.99494,             0.82705,            0.024869,           0.0056947,           0.0059409,            0.009076,            0.009076,            0.009076
                  30,            0.032475,             0.01158,           0.0059559,             0.99283,                   1,             0.99494,             0.75437,            0.034731,           0.0061195,           0.0057994,            0.009043,            0.009043,            0.009043
                  31,            0.033238,            0.011478,           0.0056786,               0.997,             0.99995,               0.995,             0.76024,            0.028749,           0.0056021,           0.0059124,             0.00901,             0.00901,             0.00901
                  32,            0.033345,            0.011662,           0.0059167,             0.97369,              0.9998,             0.99081,             0.73357,            0.031377,           0.0056989,            0.005849,            0.008977,            0.008977,            0.008977
                  33,            0.029715,            0.010664,            0.005433,             0.99788,                   1,               0.995,             0.86297,            0.023545,           0.0052895,           0.0056925,            0.008944,            0.008944,            0.008944
                  34,            0.031382,            0.011119,            0.005729,              0.9989,                   1,               0.995,             0.74425,            0.029518,           0.0059165,           0.0057334,            0.008911,            0.008911,            0.008911
                  35,            0.030476,            0.011193,           0.0055567,             0.99733,                   1,               0.995,             0.83933,            0.024196,           0.0054544,           0.0057928,            0.008878,            0.008878,            0.008878
                  36,             0.02907,             0.01047,           0.0053571,             0.99853,                   1,               0.995,             0.76821,            0.027959,           0.0058237,           0.0056749,            0.008845,            0.008845,            0.008845
                  37,            0.028009,            0.010941,           0.0050447,             0.99078,                   1,             0.99433,             0.82991,            0.025064,           0.0053399,           0.0056272,            0.008812,            0.008812,            0.008812
                  38,            0.030879,            0.011061,           0.0053022,             0.99851,                   1,               0.995,             0.81816,            0.026873,           0.0057283,            0.005722,            0.008779,            0.008779,            0.008779
                  39,            0.029737,            0.010632,           0.0052676,             0.99981,                   1,               0.995,             0.86342,            0.023454,           0.0055951,           0.0056827,            0.008746,            0.008746,            0.008746
                  40,            0.030853,            0.010997,           0.0054647,             0.99814,                   1,               0.995,             0.80797,            0.028026,           0.0057551,           0.0055606,            0.008713,            0.008713,            0.008713
                  41,            0.030637,            0.010882,           0.0054773,             0.99818,                   1,               0.995,             0.80512,            0.024762,           0.0056402,           0.0055941,             0.00868,             0.00868,             0.00868
                  42,            0.028707,            0.010552,           0.0055499,             0.99705,                   1,               0.995,             0.79187,            0.026347,           0.0055298,           0.0055137,            0.008647,            0.008647,            0.008647
                  43,            0.028301,             0.01074,           0.0050813,             0.99835,             0.99996,               0.995,             0.82117,            0.024656,           0.0054083,           0.0055468,            0.008614,            0.008614,            0.008614
                  44,            0.029533,             0.01027,           0.0054991,             0.99787,                   1,               0.995,             0.82848,            0.026153,           0.0055075,           0.0054804,            0.008581,            0.008581,            0.008581
                  45,            0.028789,            0.010653,           0.0054623,             0.99888,             0.99999,               0.995,             0.87178,            0.023314,           0.0052614,           0.0054788,            0.008548,            0.008548,            0.008548
                  46,            0.030159,            0.010738,           0.0053328,             0.99704,                   1,               0.995,             0.78977,             0.02827,           0.0056678,           0.0055811,            0.008515,            0.008515,            0.008515
                  47,            0.027897,            0.010423,           0.0051887,             0.99587,             0.99998,               0.995,             0.88146,            0.022198,           0.0050826,            0.005485,            0.008482,            0.008482,            0.008482
                  48,            0.030193,            0.010593,           0.0053531,             0.99852,                   1,               0.995,             0.71936,            0.030619,            0.005648,           0.0053988,            0.008449,            0.008449,            0.008449
                  49,             0.02927,            0.010157,           0.0050482,             0.99638,                   1,               0.995,             0.85356,            0.023663,           0.0051667,           0.0054287,            0.008416,            0.008416,            0.008416
                  50,            0.028052,            0.010055,            0.005285,             0.97413,                   1,              0.9893,             0.80033,            0.025581,            0.005135,           0.0053404,            0.008383,            0.008383,            0.008383
                  51,            0.029526,           0.0098119,           0.0053027,             0.99937,                   1,               0.995,             0.80333,            0.025239,           0.0053289,           0.0053984,             0.00835,             0.00835,             0.00835
                  52,            0.030262,            0.010906,           0.0052324,             0.99765,                   1,               0.995,             0.82027,            0.025232,           0.0051726,           0.0052986,            0.008317,            0.008317,            0.008317
                  53,            0.027805,            0.010491,           0.0054246,             0.99867,             0.99999,               0.995,             0.83929,            0.022909,            0.005024,           0.0053258,            0.008284,            0.008284,            0.008284
                  54,            0.028647,            0.010431,           0.0053927,             0.99869,                   1,               0.995,             0.86764,            0.023654,           0.0049609,           0.0052872,            0.008251,            0.008251,            0.008251
                  55,            0.027213,           0.0095737,           0.0049066,             0.99899,                   1,               0.995,             0.86648,            0.023181,           0.0053903,           0.0054122,            0.008218,            0.008218,            0.008218
                  56,            0.027571,           0.0096775,           0.0051311,             0.99807,             0.99995,               0.995,             0.83271,            0.027124,           0.0053264,           0.0053457,            0.008185,            0.008185,            0.008185
                  57,            0.027471,           0.0097805,           0.0051186,             0.99696,             0.99997,               0.995,              0.8605,            0.023807,           0.0050699,             0.00538,            0.008152,            0.008152,            0.008152
                  58,            0.030122,             0.01003,           0.0053466,             0.99212,                   1,             0.99457,             0.80628,            0.026465,            0.005471,            0.005479,            0.008119,            0.008119,            0.008119
                  59,            0.026476,           0.0096247,           0.0049419,             0.99824,                   1,               0.995,             0.89542,            0.022083,           0.0049625,           0.0053736,            0.008086,            0.008086,            0.008086
                  60,            0.025877,            0.010022,           0.0050089,             0.99919,                   1,               0.995,             0.85387,            0.023094,           0.0050516,           0.0053601,            0.008053,            0.008053,            0.008053
                  61,            0.026489,           0.0095047,           0.0048587,             0.99945,                   1,               0.995,             0.80369,             0.02714,           0.0051758,           0.0053126,             0.00802,             0.00802,             0.00802
                  62,            0.027639,           0.0099214,           0.0050468,             0.99899,                   1,               0.995,             0.82204,            0.024358,           0.0052248,           0.0053857,            0.007987,            0.007987,            0.007987
                  63,            0.028785,           0.0098272,           0.0052279,              0.9979,                   1,               0.995,             0.86267,            0.023316,           0.0050471,           0.0052436,            0.007954,            0.007954,            0.007954
                  64,            0.027922,           0.0096726,           0.0050491,             0.99819,                   1,               0.995,             0.86039,            0.024025,           0.0050095,           0.0052028,            0.007921,            0.007921,            0.007921
                  65,            0.027217,           0.0094712,            0.004829,             0.99767,             0.99999,               0.995,             0.88268,             0.02345,           0.0049107,            0.005199,            0.007888,            0.007888,            0.007888
                  66,            0.026817,           0.0094691,            0.004869,             0.99739,             0.99999,               0.995,             0.80089,            0.025557,           0.0051199,            0.005225,            0.007855,            0.007855,            0.007855
                  67,            0.026769,           0.0092215,           0.0051375,             0.99645,             0.99999,               0.995,             0.88298,            0.022153,           0.0048935,           0.0052739,            0.007822,            0.007822,            0.007822
                  68,            0.026406,           0.0090841,           0.0048818,             0.99826,                   1,               0.995,             0.83389,            0.023997,           0.0049572,           0.0052334,            0.007789,            0.007789,            0.007789
                  69,            0.027491,           0.0098332,           0.0053147,             0.99432,             0.99999,               0.995,             0.85507,            0.022599,           0.0048362,           0.0052354,            0.007756,            0.007756,            0.007756
                  70,            0.025653,           0.0093318,           0.0053183,             0.99739,                   1,               0.995,             0.83381,            0.023744,           0.0049707,           0.0051566,            0.007723,            0.007723,            0.007723
                  71,            0.025037,           0.0086883,           0.0047503,             0.99674,             0.99999,               0.995,             0.88148,            0.022569,           0.0048041,           0.0052097,             0.00769,             0.00769,             0.00769
                  72,            0.027276,           0.0096993,           0.0053031,             0.99782,                   1,               0.995,             0.82985,            0.023595,           0.0050283,           0.0051752,            0.007657,            0.007657,            0.007657
                  73,            0.026302,           0.0096625,           0.0048709,             0.99839,                   1,               0.995,             0.86913,            0.022138,            0.004971,           0.0052841,            0.007624,            0.007624,            0.007624
                  74,            0.025707,           0.0093428,           0.0051591,             0.99952,                   1,               0.995,             0.86019,            0.023183,            0.004912,           0.0052604,            0.007591,            0.007591,            0.007591
                  75,            0.025867,           0.0093244,           0.0050446,             0.99866,                   1,               0.995,             0.89235,            0.021263,           0.0047571,           0.0052357,            0.007558,            0.007558,            0.007558
                  76,            0.026152,           0.0096743,           0.0051363,             0.99791,             0.99999,               0.995,             0.89319,            0.021897,           0.0047758,           0.0051892,            0.007525,            0.007525,            0.007525
                  77,            0.026109,           0.0091076,           0.0051357,             0.99756,                   1,               0.995,             0.87569,            0.021925,           0.0049612,           0.0052165,            0.007492,            0.007492,            0.007492
                  78,            0.026324,           0.0098086,           0.0052025,              0.9988,                   1,               0.995,             0.90156,            0.022069,           0.0048224,           0.0051772,            0.007459,            0.007459,            0.007459
                  79,            0.026322,           0.0095048,           0.0050588,             0.99911,             0.99997,               0.995,             0.89779,            0.021852,            0.004697,           0.0051915,            0.007426,            0.007426,            0.007426
                  80,            0.024159,           0.0087622,           0.0047661,             0.99933,             0.99997,               0.995,             0.87734,            0.022086,           0.0046879,           0.0050952,            0.007393,            0.007393,            0.007393
                  81,            0.024888,           0.0087945,            0.004791,              0.9995,             0.99999,               0.995,             0.89935,            0.020947,           0.0044338,           0.0051306,             0.00736,             0.00736,             0.00736
                  82,            0.024195,           0.0096057,           0.0048506,             0.99882,                   1,               0.995,             0.85129,             0.02385,           0.0048142,           0.0051215,            0.007327,            0.007327,            0.007327
                  83,            0.026273,           0.0099417,           0.0050441,             0.99785,                   1,               0.995,             0.90861,            0.021194,           0.0047157,           0.0051632,            0.007294,            0.007294,            0.007294
                  84,            0.026757,            0.009383,           0.0050413,             0.99621,             0.99998,               0.995,             0.84667,            0.024789,           0.0049451,           0.0051858,            0.007261,            0.007261,            0.007261
                  85,            0.024522,           0.0085435,           0.0046608,             0.99711,             0.99998,               0.995,             0.88514,            0.021742,           0.0047652,           0.0052067,            0.007228,            0.007228,            0.007228
                  86,            0.024362,           0.0089641,           0.0047725,             0.99674,             0.99999,               0.995,             0.87377,            0.022283,            0.004736,           0.0050524,            0.007195,            0.007195,            0.007195
                  87,            0.025153,           0.0088762,           0.0048258,             0.99907,                   1,               0.995,              0.8737,            0.021839,            0.004677,           0.0050513,            0.007162,            0.007162,            0.007162
                  88,            0.023985,           0.0085084,           0.0049455,              0.9981,                   1,               0.995,             0.84139,            0.023651,           0.0047476,           0.0049762,            0.007129,            0.007129,            0.007129
                  89,            0.024804,           0.0086553,           0.0046748,             0.99923,                   1,               0.995,             0.87568,            0.021976,           0.0046827,           0.0050488,            0.007096,            0.007096,            0.007096
                  90,            0.025427,           0.0091406,           0.0050664,             0.99889,                   1,               0.995,             0.86603,            0.022732,           0.0045631,           0.0050007,            0.007063,            0.007063,            0.007063
                  91,            0.023747,           0.0080745,           0.0044298,             0.99881,                   1,               0.995,             0.89008,            0.021773,           0.0046395,           0.0050007,             0.00703,             0.00703,             0.00703
                  92,            0.022969,           0.0085464,           0.0046166,             0.99871,                   1,               0.995,             0.88098,            0.021798,            0.004671,           0.0050404,            0.006997,            0.006997,            0.006997
                  93,            0.025267,             0.00955,           0.0048366,             0.99715,             0.99999,               0.995,             0.90414,            0.021093,           0.0045938,           0.0051082,            0.006964,            0.006964,            0.006964
                  94,            0.023437,           0.0090302,           0.0048156,             0.99754,             0.99997,               0.995,             0.89906,            0.021438,           0.0045778,           0.0051425,            0.006931,            0.006931,            0.006931
                  95,            0.023333,           0.0080742,            0.004435,             0.99726,             0.99998,               0.995,             0.91096,            0.020611,           0.0044376,           0.0050706,            0.006898,            0.006898,            0.006898
                  96,            0.024088,           0.0088797,           0.0050277,             0.99794,                   1,               0.995,             0.87075,            0.022973,           0.0046612,           0.0050297,            0.006865,            0.006865,            0.006865
                  97,            0.023681,           0.0090192,           0.0047965,             0.99838,             0.99997,               0.995,             0.89482,            0.021354,           0.0046898,           0.0052103,            0.006832,            0.006832,            0.006832
                  98,              0.0237,           0.0090258,           0.0047307,             0.99657,                   1,               0.995,             0.84951,            0.023764,           0.0047486,           0.0050776,            0.006799,            0.006799,            0.006799
                  99,            0.023536,           0.0082065,           0.0046814,             0.99692,                   1,               0.995,             0.89394,            0.021034,           0.0047894,           0.0051542,            0.006766,            0.006766,            0.006766
                 100,            0.024283,           0.0095565,           0.0051686,             0.99556,             0.99997,               0.995,             0.89926,            0.020514,           0.0044456,           0.0050135,            0.006733,            0.006733,            0.006733
                 101,            0.023388,           0.0091486,           0.0048389,             0.99668,                   1,               0.995,              0.9107,            0.020568,           0.0044784,           0.0049608,              0.0067,              0.0067,              0.0067
                 102,            0.023009,           0.0087949,           0.0048041,             0.99813,                   1,               0.995,             0.88145,            0.021912,           0.0045855,           0.0048901,            0.006667,            0.006667,            0.006667
                 103,            0.023709,           0.0087616,           0.0045642,             0.99726,             0.99999,               0.995,             0.89969,            0.020755,           0.0045657,            0.004915,            0.006634,            0.006634,            0.006634
                 104,            0.022901,           0.0090165,           0.0046853,             0.99833,                   1,               0.995,             0.90682,            0.020838,           0.0044127,           0.0049304,            0.006601,            0.006601,            0.006601
                 105,            0.023374,           0.0083851,           0.0043716,             0.99832,                   1,               0.995,             0.90871,            0.020731,           0.0044756,           0.0049766,            0.006568,            0.006568,            0.006568
                 106,            0.022626,           0.0082277,           0.0045411,             0.99903,                   1,               0.995,              0.8808,            0.022452,           0.0045539,            0.004992,            0.006535,            0.006535,            0.006535
                 107,            0.022632,             0.00884,           0.0044262,             0.99882,                   1,               0.995,             0.90627,            0.020521,           0.0043394,           0.0049657,            0.006502,            0.006502,            0.006502
                 108,            0.023456,            0.009023,           0.0046835,             0.99887,                   1,               0.995,             0.88671,            0.022976,           0.0047283,           0.0050597,            0.006469,            0.006469,            0.006469
                 109,            0.024286,           0.0084288,           0.0050257,             0.99842,                   1,               0.995,             0.90363,            0.021533,           0.0044478,           0.0050175,            0.006436,            0.006436,            0.006436
                 110,            0.023761,           0.0091923,           0.0046805,             0.99869,                   1,               0.995,             0.90728,            0.020729,           0.0043162,           0.0049574,            0.006403,            0.006403,            0.006403
                 111,            0.023771,           0.0085494,           0.0048895,             0.99957,                   1,               0.995,             0.89664,            0.021542,            0.004558,           0.0050073,             0.00637,             0.00637,             0.00637
                 112,             0.02337,           0.0087799,           0.0049951,             0.99928,                   1,               0.995,             0.89712,            0.021517,           0.0046783,           0.0049496,            0.006337,            0.006337,            0.006337
                 113,            0.022904,           0.0085447,           0.0047246,             0.99897,                   1,               0.995,             0.90206,            0.020419,           0.0043517,           0.0048661,            0.006304,            0.006304,            0.006304
                 114,            0.023696,            0.008703,            0.004722,             0.99914,             0.99998,               0.995,             0.89843,            0.021793,           0.0046432,           0.0048873,            0.006271,            0.006271,            0.006271
                 115,            0.023534,           0.0086605,            0.004665,             0.99869,                   1,               0.995,             0.89522,            0.020702,           0.0044398,           0.0050213,            0.006238,            0.006238,            0.006238
                 116,             0.02258,           0.0079932,           0.0048646,             0.99922,             0.99998,               0.995,             0.90558,            0.020245,           0.0044564,           0.0049453,            0.006205,            0.006205,            0.006205
                 117,            0.023037,           0.0086228,           0.0048451,             0.99857,                   1,               0.995,             0.90946,            0.020614,           0.0045352,           0.0049996,            0.006172,            0.006172,            0.006172
                 118,            0.022014,           0.0083305,           0.0046178,             0.99868,                   1,               0.995,              0.8899,            0.023178,           0.0046511,           0.0049404,            0.006139,            0.006139,            0.006139
                 119,            0.023445,           0.0088236,           0.0045071,             0.99958,                   1,               0.995,             0.88334,            0.021666,           0.0046772,           0.0049582,            0.006106,            0.006106,            0.006106
                 120,            0.022358,           0.0083825,           0.0046863,             0.99888,                   1,               0.995,             0.91505,            0.020927,           0.0045304,           0.0048829,            0.006073,            0.006073,            0.006073
                 121,            0.023207,           0.0084058,           0.0048531,             0.99833,                   1,               0.995,             0.91401,            0.020601,           0.0043779,           0.0049087,             0.00604,             0.00604,             0.00604
                 122,            0.023582,           0.0089877,           0.0049212,             0.99915,                   1,               0.995,             0.91545,            0.021013,           0.0043791,           0.0049219,            0.006007,            0.006007,            0.006007
                 123,            0.023165,           0.0083553,           0.0045554,             0.99918,                   1,               0.995,              0.9024,            0.022104,            0.004472,           0.0049551,            0.005974,            0.005974,            0.005974
                 124,            0.023488,           0.0081862,           0.0047962,             0.99926,                   1,               0.995,              0.9057,            0.021096,           0.0043986,           0.0049422,            0.005941,            0.005941,            0.005941
                 125,            0.022504,             0.00821,           0.0044847,             0.99946,                   1,               0.995,             0.89078,            0.020907,           0.0044478,           0.0049584,            0.005908,            0.005908,            0.005908
                 126,            0.022782,           0.0083805,             0.00501,             0.99916,                   1,               0.995,             0.87845,            0.021965,           0.0045168,           0.0048589,            0.005875,            0.005875,            0.005875
                 127,            0.022905,           0.0084699,            0.004619,             0.99874,                   1,               0.995,             0.92147,            0.019893,           0.0041981,           0.0048367,            0.005842,            0.005842,            0.005842
                 128,            0.020705,           0.0077774,           0.0042239,             0.99826,                   1,               0.995,             0.91269,            0.020549,           0.0043139,           0.0048847,            0.005809,            0.005809,            0.005809
                 129,            0.021264,           0.0082102,           0.0044462,             0.99865,                   1,               0.995,             0.89694,            0.020688,           0.0043476,           0.0048157,            0.005776,            0.005776,            0.005776
                 130,            0.021761,           0.0082366,           0.0045549,             0.99842,             0.99999,               0.995,             0.91048,            0.020415,           0.0042492,           0.0048063,            0.005743,            0.005743,            0.005743
                 131,            0.022038,           0.0078402,           0.0044839,             0.99799,             0.99999,               0.995,             0.91512,            0.020016,           0.0042874,           0.0047971,             0.00571,             0.00571,             0.00571
                 132,            0.022197,           0.0081247,           0.0047789,             0.99771,             0.99998,               0.995,             0.91031,            0.020838,           0.0044242,           0.0047777,            0.005677,            0.005677,            0.005677
                 133,            0.022064,           0.0078972,           0.0046193,             0.99748,             0.99997,               0.995,             0.91768,            0.020197,           0.0042737,           0.0048098,            0.005644,            0.005644,            0.005644
                 134,             0.02176,           0.0084595,           0.0047201,             0.99767,                   1,               0.995,             0.90743,            0.020255,           0.0042645,           0.0047691,            0.005611,            0.005611,            0.005611
                 135,            0.022313,           0.0088256,           0.0047062,             0.99742,             0.99999,               0.995,             0.92296,            0.020662,           0.0045253,           0.0048372,            0.005578,            0.005578,            0.005578
                 136,            0.021567,           0.0081714,           0.0045542,             0.99748,             0.99999,               0.995,             0.89153,            0.022271,           0.0044783,           0.0047815,            0.005545,            0.005545,            0.005545
                 137,            0.022887,           0.0082747,           0.0046318,              0.9993,                   1,               0.995,               0.903,            0.020853,           0.0045594,           0.0048002,            0.005512,            0.005512,            0.005512
                 138,            0.022047,           0.0084714,           0.0047054,             0.99916,                   1,               0.995,             0.90952,             0.02063,           0.0044253,           0.0048816,            0.005479,            0.005479,            0.005479
                 139,            0.022107,           0.0080361,           0.0045826,             0.99872,             0.99998,               0.995,               0.907,            0.021068,           0.0044359,           0.0047925,            0.005446,            0.005446,            0.005446
                 140,            0.022096,           0.0079643,           0.0047526,             0.99894,                   1,               0.995,             0.91932,            0.019975,           0.0042896,           0.0048444,            0.005413,            0.005413,            0.005413
                 141,            0.022515,            0.008421,           0.0047834,             0.99907,             0.99999,               0.995,             0.89788,            0.020855,           0.0044961,           0.0048684,             0.00538,             0.00538,             0.00538
                 142,            0.020977,           0.0083857,           0.0044924,              0.9991,                   1,               0.995,             0.89414,            0.020294,           0.0044197,           0.0048043,            0.005347,            0.005347,            0.005347
                 143,            0.021566,           0.0077112,           0.0044883,              0.9991,                   1,               0.995,             0.92039,            0.020234,           0.0044258,           0.0048354,            0.005314,            0.005314,            0.005314
                 144,            0.020889,           0.0077824,           0.0044833,             0.99857,             0.99997,               0.995,             0.92474,            0.020026,           0.0043128,           0.0047824,            0.005281,            0.005281,            0.005281
                 145,            0.020917,           0.0077273,           0.0044939,              0.9989,                   1,               0.995,              0.9248,            0.019857,           0.0041983,           0.0047647,            0.005248,            0.005248,            0.005248
                 146,            0.021672,           0.0083619,           0.0046048,             0.99885,                   1,               0.995,             0.91245,            0.019993,            0.004285,           0.0047127,            0.005215,            0.005215,            0.005215
                 147,            0.021685,           0.0080978,           0.0043469,             0.99871,                   1,               0.995,             0.90649,            0.020168,           0.0042224,           0.0047623,            0.005182,            0.005182,            0.005182
                 148,            0.021662,           0.0079951,           0.0046445,             0.99849,                   1,               0.995,             0.89988,            0.021229,           0.0041714,           0.0048072,            0.005149,            0.005149,            0.005149
                 149,            0.022049,           0.0080729,            0.004598,             0.99906,                   1,               0.995,             0.91684,            0.020935,           0.0043373,           0.0047786,            0.005116,            0.005116,            0.005116
                 150,            0.021219,           0.0077444,           0.0045314,              0.9983,                   1,               0.995,             0.91822,            0.019817,            0.004209,           0.0047459,            0.005083,            0.005083,            0.005083
                 151,            0.021394,           0.0081641,            0.004654,             0.99695,                   1,               0.995,             0.92514,            0.020016,           0.0042844,           0.0048502,             0.00505,             0.00505,             0.00505
                 152,             0.02065,            0.007596,           0.0043425,             0.99841,                   1,               0.995,             0.90732,            0.019989,           0.0043563,           0.0048592,            0.005017,            0.005017,            0.005017
                 153,            0.021387,           0.0078265,           0.0045853,             0.99708,                   1,               0.995,             0.91165,             0.01977,           0.0041691,           0.0047767,            0.004984,            0.004984,            0.004984
                 154,            0.020206,           0.0076679,           0.0042043,             0.99615,             0.99999,               0.995,             0.91377,            0.020521,           0.0044745,           0.0048052,            0.004951,            0.004951,            0.004951
                 155,            0.020736,           0.0076942,           0.0045268,             0.99582,             0.99999,               0.995,             0.92611,            0.019542,           0.0041118,           0.0047668,            0.004918,            0.004918,            0.004918
                 156,            0.021108,           0.0081522,           0.0044919,             0.99675,                   1,               0.995,             0.91149,            0.020148,           0.0042382,           0.0047635,            0.004885,            0.004885,            0.004885
                 157,            0.020749,            0.008041,           0.0045119,             0.99575,             0.99999,               0.995,             0.91706,            0.019963,           0.0042023,           0.0048533,            0.004852,            0.004852,            0.004852
                 158,            0.020667,           0.0074398,           0.0042018,             0.99712,                   1,               0.995,             0.91171,            0.020221,           0.0041792,           0.0047976,            0.004819,            0.004819,            0.004819
                 159,            0.020479,            0.007697,           0.0043435,             0.99758,                   1,               0.995,             0.92149,            0.020086,            0.004348,            0.004825,            0.004786,            0.004786,            0.004786
                 160,            0.020188,           0.0080211,           0.0043327,             0.99801,                   1,               0.995,             0.92632,             0.01995,           0.0041771,            0.004773,            0.004753,            0.004753,            0.004753
                 161,            0.020596,           0.0078644,           0.0044553,             0.99893,                   1,               0.995,             0.92489,            0.019894,           0.0041459,           0.0047859,             0.00472,             0.00472,             0.00472
                 162,            0.021861,           0.0075619,           0.0050365,             0.99861,                   1,               0.995,             0.92524,            0.020392,           0.0041897,           0.0047605,            0.004687,            0.004687,            0.004687
                 163,            0.021363,           0.0079357,           0.0046973,             0.99906,                   1,               0.995,             0.93669,            0.019654,            0.004127,           0.0047574,            0.004654,            0.004654,            0.004654
                 164,            0.020592,           0.0079066,           0.0043382,             0.99912,                   1,               0.995,             0.91201,            0.019969,           0.0041413,           0.0047603,            0.004621,            0.004621,            0.004621
