               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.025274,           0.0081456,           0.0064947,              0.9997,             0.99206,             0.99497,             0.90502,             0.02392,           0.0050198,           0.0069747,            0.007723,            0.007723,            0.007723
                  71,            0.025486,           0.0079921,           0.0063781,             0.99829,             0.99471,               0.995,             0.89393,            0.023849,           0.0049698,           0.0069704,             0.00769,             0.00769,             0.00769
                  72,            0.025161,           0.0080563,           0.0064271,             0.99744,              0.9947,               0.995,              0.8958,             0.02479,           0.0051046,           0.0069704,            0.007657,            0.007657,            0.007657
                  73,             0.02598,           0.0083148,           0.0065495,             0.99949,             0.99206,             0.99497,             0.90351,            0.023629,           0.0050507,           0.0068891,            0.007624,            0.007624,            0.007624
                  74,            0.025696,           0.0081118,           0.0064859,              0.9988,             0.99471,               0.995,             0.90409,            0.024184,           0.0048961,           0.0068816,            0.007591,            0.007591,            0.007591
                  75,            0.025763,           0.0085945,           0.0064211,             0.99977,             0.99206,             0.99497,              0.9039,            0.023702,           0.0049617,           0.0069036,            0.007558,            0.007558,            0.007558
                  76,            0.025359,           0.0083641,           0.0062265,             0.99837,             0.99471,               0.995,             0.90923,            0.023711,           0.0049021,           0.0068766,            0.007525,            0.007525,            0.007525
                  77,            0.025005,           0.0080525,           0.0064088,             0.99807,             0.99471,               0.995,             0.91346,            0.023249,              0.0049,           0.0069176,            0.007492,            0.007492,            0.007492
                  78,             0.02485,           0.0079034,           0.0063746,             0.99843,              0.9947,               0.995,             0.91308,            0.023358,           0.0047612,           0.0068129,            0.007459,            0.007459,            0.007459
                  79,            0.025642,           0.0079807,           0.0065121,             0.99907,             0.99471,               0.995,             0.90531,            0.023539,           0.0050093,           0.0068937,            0.007426,            0.007426,            0.007426
                  80,            0.024771,           0.0082738,           0.0062245,             0.99899,             0.99735,               0.995,             0.91334,            0.023505,           0.0049505,           0.0068794,            0.007393,            0.007393,            0.007393
                  81,            0.024505,            0.007849,           0.0061082,              0.9984,             0.99471,               0.995,             0.91074,            0.023403,           0.0050523,           0.0069947,             0.00736,             0.00736,             0.00736
                  82,            0.025324,           0.0080237,            0.006501,             0.99765,             0.99471,               0.995,             0.91584,            0.023228,           0.0048771,           0.0069225,            0.007327,            0.007327,            0.007327
                  83,            0.025051,           0.0081649,           0.0061646,             0.99822,             0.99735,               0.995,              0.8984,            0.023684,           0.0048814,           0.0068741,            0.007294,            0.007294,            0.007294
                  84,             0.02552,            0.008101,           0.0063474,             0.99752,             0.99734,               0.995,             0.90673,            0.023556,           0.0050212,           0.0070144,            0.007261,            0.007261,            0.007261
                  85,            0.025618,           0.0082023,           0.0065323,              0.9976,             0.99735,               0.995,              0.9112,            0.023285,           0.0051309,           0.0071304,            0.007228,            0.007228,            0.007228
                  86,            0.025008,           0.0082549,           0.0064807,             0.99845,             0.99471,               0.995,             0.90579,            0.024214,           0.0049992,           0.0069042,            0.007195,            0.007195,            0.007195
                  87,            0.025322,           0.0077707,           0.0064828,             0.99772,             0.99471,               0.995,             0.91504,            0.023717,           0.0050626,           0.0068341,            0.007162,            0.007162,            0.007162
                  88,            0.025284,           0.0082876,           0.0064918,             0.99744,             0.99735,               0.995,             0.91849,            0.023455,           0.0048903,           0.0069836,            0.007129,            0.007129,            0.007129
                  89,            0.024174,           0.0077623,             0.00627,             0.99859,              0.9947,               0.995,             0.91191,            0.023161,           0.0048542,           0.0069135,            0.007096,            0.007096,            0.007096
                  90,            0.025533,           0.0080709,           0.0064368,             0.99799,             0.99471,               0.995,             0.91094,            0.023806,           0.0049013,           0.0070108,            0.007063,            0.007063,            0.007063
                  91,            0.025203,           0.0080474,           0.0064969,             0.99904,             0.99471,               0.995,             0.92161,            0.023183,           0.0048557,           0.0068852,             0.00703,             0.00703,             0.00703
                  92,            0.024486,           0.0079851,           0.0063602,             0.99806,             0.99471,               0.995,             0.91885,            0.023023,           0.0046734,           0.0069361,            0.006997,            0.006997,            0.006997
                  93,            0.024791,           0.0079359,           0.0063583,             0.99815,              0.9947,               0.995,             0.92474,            0.023212,           0.0048017,            0.006932,            0.006964,            0.006964,            0.006964
                  94,            0.025186,           0.0076236,           0.0064562,             0.99931,             0.99735,               0.995,             0.90348,            0.023348,           0.0048597,           0.0069334,            0.006931,            0.006931,            0.006931
                  95,            0.024968,           0.0078928,           0.0062954,             0.99843,             0.99735,               0.995,             0.92096,            0.022998,           0.0048473,           0.0068815,            0.006898,            0.006898,            0.006898
                  96,            0.024291,           0.0078054,           0.0063267,             0.99945,             0.99206,             0.99495,              0.9255,            0.023161,           0.0048685,           0.0069059,            0.006865,            0.006865,            0.006865
                  97,            0.024777,           0.0077263,           0.0065019,             0.99883,              0.9947,               0.995,             0.91876,            0.022879,            0.004606,           0.0068774,            0.006832,            0.006832,            0.006832
                  98,            0.023716,             0.00775,           0.0061395,             0.99899,             0.99471,               0.995,             0.92531,             0.02305,           0.0047199,           0.0068231,            0.006799,            0.006799,            0.006799
